replicate,rho_raw,rho_bias_corrected
2226,2.275471,1.199475
2227,2.285242,2.304811
2228,1.668181,2.76253
2229,2.042429,1.832731
2230,2.33886,1.857018
2231,2.233468,0.800986
2232,2.038582,0.643061
2233,2.357903,2.131631
2234,2.302397,0.691787
2235,3.032622,1.574109
2236,1.836798,2.083072
2237,2.46833,2.408429
2238,2.52881,1.907717
2239,1.837743,1.161645
2240,2.049673,0.773594
2241,1.762778,1.028447
2242,1.884428,1.376878
2243,1.869344,2.850571
2244,2.2191,1.475182
2245,1.937002,0.745811
2246,2.418194,1.576057
2247,2.197595,2.866148
2248,2.156529,2.270762
2249,2.617063,1.67416
2250,1.983219,1.503788
2251,2.145644,1.997451
2252,2.170738,0.865577
2253,1.564352,1.095279
2254,2.278264,2.182393
2255,1.734823,1.7472
2256,2.047695,1.91446
2257,1.89092,1.643787
2258,1.973649,1.13307
2259,1.880652,1.41504
2260,2.125705,2.143734
2261,2.558905,2.900103
2262,2.008873,3.014868
2263,1.832555,0.639626
2264,2.163184,2.030031
2265,1.993668,0.392414
2266,1.851763,2.435576
2267,1.722891,1.952218
2268,1.800498,1.938499
2269,2.666289,3.657734
2270,2.297955,1.376196
2271,2.05998,1.19671
2272,2.182265,1.608704
2273,2.001272,1.641044
2274,2.117995,0.903673
2275,2.360303,2.235775
2276,2.51977,1.413961
2277,1.912626,1.848485
2278,2.016986,1.490827
2279,2.162742,1.639668
2280,2.126693,2.032609
2281,2.027508,1.306334
2282,2.340712,1.524114
2283,2.340652,2.189435
2284,1.831868,1.322414
2285,1.80528,1.405754
2286,2.628317,2.551777
2287,1.99378,1.894414
2288,1.73522,0.850817
2289,2.773457,3.079689
2290,2.460201,1.886367
2291,2.800722,3.021252
2292,2.346611,1.116005
2293,2.140083,1.67481
2294,1.992176,1.345578
2295,2.147462,3.37062
2296,2.158732,2.656304
2297,1.808258,0.908949
2298,1.874772,2.115468
2299,1.765468,1.294083
2300,2.515741,3.773239
2301,1.861573,1.425218
2302,2.083568,0.980264
2303,2.857565,3.403851
2304,2.560657,1.529226
2305,1.98463,1.884997
2306,2.557288,4.076874
2307,2.108858,2.062051
2308,2.01994,1.339416
2309,2.02963,1.815326
2310,2.365764,2.603513
2311,1.925547,1.221812
2312,1.745118,1.177825
2313,2.572769,1.925365
2314,1.802097,1.423222
2315,2.922414,1.669928
2316,2.052909,1.652108
2317,1.952427,0.94688
2318,2.011957,1.737044
2319,2.463458,1.746465
2320,2.146914,2.005141
2321,1.855022,1.69427
2322,2.19709,2.070756
2323,1.790988,1.385095
2324,2.012185,0.750878
2325,2.662868,1.510152
2326,1.684301,1.295556
2327,2.10275,2.902257
2328,2.008136,1.458797
2329,1.696012,1.336186
2330,2.505317,1.978906
2331,2.582365,1.549278
2332,2.672835,2.631575
2333,1.922291,1.546082
2334,1.595882,1.843665
2335,1.806748,3.206899
2336,2.0,2.285674
2337,2.046444,0.975383
2338,2.414321,2.992792
2339,2.10533,1.205035
2340,2.152544,2.575352
2341,1.433568,1.003325
2342,1.765379,1.085536
2343,2.11612,1.462723
2344,1.995175,2.195051
2345,2.045281,1.308518
2346,1.745746,0.783214
2347,2.054417,1.325618
2348,2.084195,1.527412
2349,2.180787,1.297218
2350,1.855608,1.982391
2351,1.814407,1.270831
2352,2.192807,1.474692
2353,1.974981,1.895564
2354,2.342149,2.26993
2355,2.009077,2.007156
2356,1.960201,0.669957
2357,2.002337,0.812146
2358,1.743388,1.044209
2359,2.367173,1.269988
2360,2.067593,1.451295
2361,1.852732,1.068175
2362,1.940131,2.17048
2363,2.224492,0.862321
2364,2.169238,3.433717
2365,1.910236,1.946916
2366,1.959702,1.645496
2367,1.823022,2.416487
2368,1.939939,1.021226
2369,1.566802,0.987096
2370,2.157554,1.271661
2371,1.926963,1.742812
2372,4.0211,3.591933
2373,2.256289,1.089194
2374,2.20959,1.294427
2375,1.962712,1.482121
2376,1.856664,1.843682
2377,2.019797,2.09258
2378,2.083469,0.96074
2379,2.286369,2.067751
2380,2.219254,1.568846
2381,1.828715,1.385233
2382,2.008901,1.717753
2383,1.964552,0.923084
2384,2.048133,2.372365
2385,2.271082,3.723616
2386,2.131341,1.159443
2387,2.10555,2.147682
2388,2.281704,2.275743
2389,1.897154,1.355265
2390,2.172185,1.323288
2391,2.050983,1.515511
2392,1.789934,0.904898
2393,2.868654,2.119172
2394,2.031817,0.575976
2395,1.94798,1.880549
2396,2.796889,1.896775
2397,2.266492,2.42386
2398,1.693985,1.771202
2399,2.330018,2.388871
2400,1.844095,1.43584
2401,2.189538,1.391213
2402,1.832356,2.247085
2403,2.001182,1.698526
2404,2.246041,1.160967
2405,2.685256,2.260434
2406,1.906568,1.297634
2407,2.578099,2.754918
2408,2.317374,1.928663
2409,2.014721,1.665283
2410,1.892863,1.516725
2411,2.059028,1.282548
2412,1.976561,1.990279
2413,1.958915,1.371892
2414,2.128962,0.918991
2415,1.975784,1.505916
2416,2.037141,0.768761
2417,2.546118,2.494777
2418,1.842369,1.480757
2419,1.978166,1.615379
2420,2.177638,3.375595
2421,2.387513,2.221796
2422,1.731036,0.919788
2423,2.114509,1.401577
2424,1.96639,2.617839
2425,2.350812,1.601655
2426,1.62942,0.902824
2427,2.443848,0.73461
2428,1.889675,1.586652
2429,1.807683,0.882967
2430,2.41088,1.87453
2431,2.138076,1.763216
2432,2.172788,1.543722
2433,2.36793,2.637604
2434,2.055621,1.608348
2435,2.135447,1.930777
2436,1.744833,1.702078
2437,1.979244,0.671497
2438,2.430839,2.204807
2439,2.214103,1.327516
2440,2.070964,1.489323
2441,1.830899,0.944948
2442,2.090566,1.750537
2443,2.302179,1.579065
2444,1.874575,1.35555
2445,2.413325,1.783283
2446,2.140484,1.838348
2447,2.243569,1.896553
2448,2.278293,1.792972
2449,2.190062,2.372015
2450,1.897735,0.691584
2451,1.862186,0.811461
2452,2.246816,2.098728
2453,2.372315,1.416629
2454,1.842638,1.981245
2455,1.940339,1.434955
2456,1.7354,1.846094
2457,2.030277,1.367883
2458,1.811011,0.928845
2459,1.961709,1.402812
2460,2.157625,1.285489
2461,2.185993,2.396743
2462,2.071745,2.290291
2463,2.361088,2.602279
2464,1.987564,2.878782
2465,1.92252,1.161457
2466,2.525709,1.62174
2467,2.293479,1.874199
2468,2.231454,1.032858
2469,2.289774,1.30771
2470,1.96092,2.820821
2471,1.748164,1.054153
2472,2.091727,1.191997
2473,2.114117,1.661687
2474,2.249114,1.370096
2475,1.92758,1.821202
2476,2.596729,1.18531
2477,1.773862,1.543912
2478,1.8835,1.626771
2479,2.00197,0.838449
2480,1.935879,1.267388
2481,1.892884,3.098116
2482,1.989339,1.535914
2483,2.027926,0.99732
2484,2.086258,1.77494
2485,2.058835,1.468158
2486,2.106835,2.091462
2487,1.723653,1.492055
2488,2.122983,2.721595
2489,2.369979,0.963706
2490,1.917984,1.453399
2491,1.813545,2.006968
2492,2.386026,1.891654
2493,1.758792,1.568119
2494,2.246256,4.183992
2495,2.100785,1.808697
2496,1.968049,1.714134
2497,1.762639,1.458615
2498,1.909449,1.83374
2499,2.663396,1.672908
2500,2.111802,1.162637
2501,1.95589,1.758945
2502,2.215849,1.600639
2503,1.851111,1.643809
2504,2.000803,1.811803
2505,2.178768,1.469834
2506,2.120803,1.65996
2507,2.241422,2.769452
2508,2.110982,0.83035
2509,1.893464,0.609741
2510,2.549672,2.65234
2511,2.180951,1.668224
2512,2.380824,1.601241
2513,1.832803,1.467062
2514,2.032125,0.544182
2515,1.917533,0.956784
2516,1.889249,0.874497
2517,2.23654,2.71075
2518,1.920484,2.127779
2519,1.825012,1.914988
2520,2.141532,0.906883
2521,2.008535,1.017438
2522,1.904605,1.264665
2523,1.823418,0.447267
2524,2.122504,1.637016
2525,1.898099,1.111378
2526,1.769003,2.114502
2527,1.663735,1.627492
2528,1.731773,1.17083
2529,1.887657,2.205222
2530,2.12861,0.541451
2531,2.243302,1.692009
2532,1.937079,1.865837
2533,1.901202,0.972143
2534,1.793387,1.26045
2535,2.046256,2.326048
2536,1.997967,1.455457
2537,2.760096,3.097554
2538,2.050567,1.55507
2539,1.975902,1.979179
2540,2.482693,3.072773
2541,1.830969,1.409413
2542,2.005768,1.148369
2543,2.044416,1.716281
2544,1.975269,2.404884
2545,2.04962,1.947196
2546,2.180346,1.874746
2547,2.118502,1.212858
2548,1.805372,1.603485
2549,2.014758,1.552867
2550,2.010829,1.712558
2551,2.342236,1.868141
2552,2.107632,3.33852
2553,1.898151,2.141604
2554,2.038375,2.445889
2555,2.366361,1.266311
2556,2.13958,1.269791
2557,1.893156,2.11831
2558,2.099628,2.152055
2559,2.264424,2.465263
2560,2.119776,6.448204
2561,2.13883,2.526991
2562,2.029851,2.024079
2563,2.261743,1.79053
2564,2.497917,3.262468
2565,2.134195,0.883889
2566,2.024047,1.558695
2567,1.874735,0.696481
2568,2.393194,1.695071
2569,1.83428,1.007131
2570,2.214602,0.875429
2571,2.42616,2.575932
2572,1.575283,1.347342
2573,1.908742,2.338332
2574,1.904451,1.885365
2575,2.541865,1.714147
2576,2.825,2.289524
2577,2.281609,1.617815
2578,2.32932,2.007033
2579,2.014657,2.144961
2580,1.920911,1.718709
2581,1.850192,1.242913
2582,2.208162,3.033551
2583,3.334791,2.948296
2584,2.127039,1.255956
2585,2.14026,1.080151
2586,1.978941,2.602217
2587,1.812241,1.388715
2588,1.965437,0.808384
2589,2.249829,1.48726
2590,1.813385,0.909903
2591,1.932561,1.383784
2592,2.083653,3.276457
2593,2.117947,1.441149
2594,1.918167,1.75344
2595,2.014018,1.81353
2596,2.107244,2.475412
2597,2.060715,1.229273
2598,1.736126,1.331668
2599,1.695715,0.768097
2600,1.882573,1.514005
2601,2.147752,3.284925
2602,2.053266,3.054123
2603,1.984174,1.657443
2604,2.107756,1.137447
2605,2.045041,1.824758
2606,2.436671,1.75635
2607,2.12275,1.702889
2608,1.782711,1.559336
2609,1.646776,0.782467
2610,2.308519,3.00654
2611,2.14926,1.609295
2612,2.03405,2.671019
2613,2.030509,1.530551
2614,1.739027,1.436363
2615,2.363296,2.114216
2616,2.01368,1.257205
2617,2.205112,2.558872
2618,1.715883,1.271429
2619,1.650643,3.171348
2620,2.291461,1.386326
2621,2.038493,1.984244
2622,1.737281,1.592347
2623,2.139686,1.096618
2624,2.045981,2.200133
2625,2.008161,1.338425
2626,2.361286,1.403899
2627,2.268644,1.340838
2628,2.310536,1.083241
2629,1.985089,1.379925
2630,1.952821,1.960361
2631,3.00359,2.850496
2632,2.02885,0.658482
2633,2.258422,1.871583
2634,2.337851,1.985629
2635,1.781715,1.451705
2636,2.274935,1.727487
2637,2.310572,0.911936
2638,2.216432,1.886737
2639,2.049734,1.769273
2640,2.072393,0.720353
2641,2.077111,1.529218
2642,2.133058,1.566357
2643,1.805886,0.755148
2644,2.163346,1.216986
2645,2.118097,2.297948
2646,2.14377,1.569179
2647,2.027659,2.036222
2648,2.282454,1.894564
2649,1.918423,1.507828
2650,1.980058,0.664245
2651,2.671065,1.866985
2652,1.796229,1.48454
2653,2.1364,2.054313
2654,2.068451,2.005322
2655,1.962373,0.693458
2656,2.233153,2.924047
2657,2.058044,1.55883
2658,2.42354,1.620919
2659,2.049052,1.629998
2660,1.981073,1.275997
2661,1.976101,1.745729
2662,2.24586,1.648471
2663,2.150676,2.767573
2664,1.888833,2.620236
2665,2.197044,3.188129
2666,1.9164,1.7136
2667,1.916803,1.918851
2668,2.037238,0.66321
2669,2.3907,2.412517
2670,2.192405,2.045847
2671,2.701171,3.101622
2672,2.03428,0.842785
2673,2.083195,1.108515
2674,1.783858,2.48967
2675,2.43944,2.408277
2676,1.918109,1.318674
2677,1.973357,1.887228
2678,1.805194,1.042636
2679,2.578266,1.101081
2680,2.38734,1.866375
2681,2.337167,2.623873
2682,2.285953,1.260781
2683,1.580347,1.702362
2684,2.023285,3.232573
2685,2.810459,2.832631
2686,2.357879,0.676659
2687,2.378842,1.593464
2688,1.926338,1.286917
2689,1.83501,0.850275
2690,1.990622,2.130148
2691,1.960921,1.075536
2692,1.848348,1.747632
2693,1.73577,0.732237
2694,1.73799,1.432639
2695,2.452555,2.234031
2696,1.777201,0.801566
2697,2.110367,1.225539
2698,2.248882,1.492158
2699,2.404844,1.910652
2700,1.884881,1.322656
2701,2.15546,1.845553
2702,1.585269,1.716073
2703,2.130447,1.980992
2704,1.935259,1.259711
2705,1.652055,1.388294
2706,1.920248,2.085441
2707,2.021732,1.263428
2708,2.112389,4.696974
2709,2.023943,2.328541
2710,2.449636,1.897467
2711,1.813597,1.112997
2712,2.378518,1.879114
2713,2.120129,0.680805
2714,2.356005,1.437343
2715,2.335282,1.398343
2716,2.067699,1.559263
2717,2.026781,1.195882
2718,1.934009,2.143109
2719,2.15074,1.25914
2720,2.25796,1.834799
2721,1.806461,1.70163
2722,2.028612,1.98982
2723,1.98231,1.353341
2724,1.83544,1.286832
2725,2.530548,3.74293
2726,1.923883,2.534891
2727,2.406672,3.567516
2728,2.067419,2.233478
2729,1.994144,1.266385
2730,1.944098,1.415866
2731,1.804773,0.801788
2732,2.740926,1.605334
2733,2.10435,1.23247
2734,1.836493,1.206213
2735,2.103688,2.129801
2736,1.981913,1.122619
2737,2.114668,2.116613
2738,2.165266,1.532669
2739,1.899228,0.856248
2740,2.036484,1.893137
2741,1.764277,1.123719
2742,1.921945,1.015774
2743,1.730862,0.679409
2744,2.223075,1.582861
2745,2.141484,2.863935
2746,1.89476,2.569689
2747,2.744496,1.813718
2748,1.775585,2.163603
2749,1.695258,2.326889
2750,2.300377,1.378494
2751,2.115288,1.431151
2752,1.767367,1.531483
2753,2.077837,1.349696
2754,1.94537,1.351281
2755,2.004557,1.019854
2756,1.840485,1.0078
2757,2.220218,1.025649
2758,1.922018,1.878736
2759,1.579337,0.967634
2760,2.313615,1.608511
2761,1.930272,0.874091
2762,2.508776,2.033425
2763,2.203764,2.346211
2764,2.167671,1.188869
2765,2.071917,2.138918
2766,1.818065,1.320198
2767,1.655416,1.299643
2768,2.217213,1.477885
2769,2.354732,2.197565
2770,1.657719,1.099033
2771,2.21845,1.769994
2772,2.700427,2.412603
2773,1.942058,2.465052
2774,2.059515,1.720912
2775,2.374646,1.836525
2776,1.866629,1.22869
2777,2.178265,2.135003
2778,2.104936,1.599102
2779,1.950963,0.969144
2780,1.697546,1.278447
2781,1.812901,2.03353
2782,2.231718,1.218091
2783,2.101191,1.526995
2784,1.922695,1.360874
2785,1.749217,1.013642
2786,2.487766,1.542588
2787,2.01417,1.794112
2788,2.922409,1.498423
2789,2.022403,2.870056
2790,2.42078,1.003709
2791,2.014579,2.808241
2792,2.319107,1.747238
2793,2.506972,3.021656
2794,1.986298,1.01443
2795,1.990166,1.520557
2796,2.152844,1.576062
2797,1.407206,0.573028
2798,1.919254,1.542904
2799,2.138504,1.115266
2800,2.254861,1.790018
2801,1.745604,1.953323
2802,1.956358,3.420242
2803,2.158601,1.118869
2804,2.248536,2.300337
2805,2.217588,1.50411
2806,1.986689,1.27829
2807,2.20467,1.760163
2808,2.033689,0.994957
2809,2.1232,1.557009
2810,2.196499,0.96121
2811,2.2042,0.884748
2812,2.197054,1.181459
2813,2.056247,1.059337
2814,2.028687,1.238249
2815,2.236626,2.119472
2816,2.013109,1.506178
2817,2.352133,2.160695
2818,2.019798,0.984443
2819,2.338009,2.065428
2820,1.848698,1.626946
2821,1.950479,1.289022
2822,1.801698,2.92144
2823,1.759561,1.777739
2824,2.21198,1.207909
2825,2.684095,2.830614
2826,2.105771,1.42965
2827,1.977988,3.001304
2828,2.077368,1.649215
2829,1.640471,1.253874
2830,1.990833,1.305912
2831,2.200964,2.065654
2832,2.518431,2.067435
2833,2.044303,1.971362
2834,2.05313,3.162167
2835,2.161933,3.034205
2836,2.123864,1.127905
2837,2.33877,1.480024
2838,1.796862,1.217194
2839,1.879453,2.613816
2840,2.335552,2.155274
2841,2.0122,2.49135
2842,2.180896,1.737032
2843,2.400271,1.995494
2844,1.934447,0.858672
2845,1.893924,2.160753
2846,2.503367,1.900407
2847,2.091461,1.481
2848,2.070636,0.816003
2849,1.624567,1.922685
2850,3.156406,4.005461
2851,2.03202,1.490414
2852,2.373836,2.695072
2853,1.924068,1.73695
2854,2.203344,2.048091
2855,2.126773,1.721142
2856,1.941434,1.866852
2857,2.167304,2.738228
2858,2.181049,1.931905
2859,2.393639,3.644818
2860,1.390996,0.562001
2861,2.004188,1.523083
2862,1.804358,1.56268
2863,1.890915,2.501325
2864,1.910427,0.86308
2865,2.019802,2.347333
2866,2.422443,2.498114
2867,1.988415,1.00539
2868,2.0688,1.254113
2869,1.99797,1.07522
2870,1.907257,1.716047
2871,2.335814,2.009354
2872,2.282489,1.875309
2873,2.097329,1.588768
2874,2.17505,1.878506
2875,2.056314,1.572545
2876,2.198953,1.90522
2877,1.851378,1.259019
2878,1.934925,1.933327
2879,2.427081,1.610098
2880,1.417329,0.623891
2881,2.023728,1.066455
2882,2.251276,2.24017
2883,2.094045,2.291668
2884,1.980331,1.738715
2885,1.956423,1.420578
2886,1.852532,1.753935
2887,2.153511,0.626721
2888,2.313411,0.573673
2889,1.692079,1.376954
2890,2.137224,2.364019
2891,1.805315,1.249423
2892,1.760275,0.67604
2893,1.881547,1.805978
2894,1.967357,0.872524
2895,2.351917,1.207899
2896,1.940472,2.047701
2897,2.542758,1.494547
2898,2.080258,2.053252
2899,2.222827,1.234205
2900,2.036561,1.23082
2901,1.826834,1.3483
2902,1.987881,2.196019
2903,2.066746,2.026484
2904,2.119132,1.295864
2905,1.94617,1.560997
2906,2.304012,1.01711
2907,1.915034,1.007421
2908,2.310905,1.288442
2909,2.170272,0.62651
2910,2.176397,2.156403
2911,1.801843,2.332371
2912,1.801284,1.678166
2913,1.633128,0.866921
2914,1.965568,0.721629
2915,1.691965,2.071469
2916,2.160541,2.263406
2917,1.895262,1.773035
2918,2.226046,1.236927
2919,2.487488,1.67007
2920,2.100688,1.859786
2921,1.956741,0.953288
2922,2.223012,1.151995
2923,2.141417,1.52412
2924,1.918275,1.681358
2925,1.977526,1.048882
2926,1.870619,1.8102
2927,2.152085,1.269277
2928,2.070446,1.717764
2929,1.606044,1.687938
2930,1.786596,1.297955
2931,1.846872,1.501748
2932,1.624075,1.491362
2933,2.026507,0.678136
2934,2.143006,1.604878
2935,2.107217,2.166801
2936,1.74088,1.086198
2937,2.246047,2.135507
2938,1.720589,0.7883
2939,2.363574,1.652294
2940,2.298925,2.337456
2941,1.88557,0.971801
2942,2.427975,1.382456
2943,2.258555,2.824392
2944,2.46053,2.300431
2945,2.189475,2.056964
2946,2.166741,2.431448
2947,2.322429,1.786085
2948,2.225671,2.074324
2949,1.930854,1.693816
2950,2.264632,1.434564
2951,2.129355,1.738621
2952,2.058271,1.300633
2953,2.187665,1.437659
2954,1.922165,2.302108
2955,1.93461,0.906414
2956,2.162167,1.994717
2957,2.731863,2.442136
2958,2.056694,2.969183
2959,2.38945,1.915842
2960,1.990322,2.267281
2961,1.756302,1.675311
2962,1.959496,1.04576
2963,2.060695,1.313042
2964,2.067057,0.494507
2965,2.013074,1.605515
2966,1.913932,1.343858
2967,1.956342,2.334036
2968,2.034697,1.502962
2969,1.982594,1.895167
2970,1.841418,1.183352
2971,1.877446,2.459757
2972,2.372056,2.063163
2973,2.175812,1.018149
2974,1.766243,1.611529
2975,1.927574,1.438393
2976,1.782984,0.913157
2977,1.966421,1.91673
2978,2.153827,2.684348
2979,1.765547,1.449362
2980,2.123322,1.376071
2981,2.068019,1.32612
2982,2.062616,1.093977
2983,2.544856,2.140063
2984,1.859471,2.034656
2985,1.832321,1.352653
2986,2.177164,1.832638
2987,2.072912,1.105542
2988,2.93086,3.325274
2989,2.152399,0.971616
2990,1.96269,0.524579
2991,2.04219,1.646949
2992,1.788239,1.159264
2993,2.35993,1.427418
2994,2.518221,3.633819
2995,2.341493,3.194959
2996,1.856175,1.417748
2997,2.258263,4.40084
2998,2.010908,1.65407
2999,1.783035,0.99858
3000,2.235194,1.249666
3001,2.064129,1.139799
3002,2.186717,1.092071
3003,2.323714,1.667526
3004,2.083482,1.420817
3005,1.815297,1.914681
3006,2.197895,1.680986
3007,2.334671,1.784467
3008,2.405827,2.571863
3009,1.950736,0.659862
3010,2.16573,1.400241
3011,2.022558,3.464898
3012,2.036499,0.977014
3013,2.39018,1.934884
3014,2.299785,3.542326
3015,2.209793,2.549806
3016,1.686959,1.636744
3017,2.310522,1.671436
3018,2.010672,1.318682
3019,1.976037,2.041876
3020,2.079884,1.445527
3021,2.464518,1.515822
3022,2.163449,2.537241
3023,1.752836,2.41025
3024,2.172903,1.755482
3025,2.402901,3.557301
3026,1.740875,0.523975
3027,2.303962,1.01713
3028,1.734474,1.451743
3029,2.514591,1.857542
3030,1.973911,1.944266
3031,2.249047,1.343176
3032,1.997015,0.85828
3033,2.408173,2.603143
3034,2.039221,0.926127
3035,1.955344,1.271074
3036,2.022894,1.158349
3037,2.316591,2.161006
3038,2.210448,0.904165
3039,2.298926,1.462437
3040,2.329066,2.479372
3041,2.057245,1.807802
3042,1.743565,1.517431
3043,2.2654,0.893644
3044,2.098834,2.253668
3045,2.188516,2.137321
3046,2.744655,2.181591
3047,1.926844,0.809891
3048,2.194941,5.868768
3049,1.762614,1.215277
3050,2.604902,0.812325
3051,2.025079,1.301572
3052,2.07914,1.444337
3053,2.213215,2.303458
3054,1.858312,1.044445
3055,2.259318,2.530713
3056,1.776356,1.542723
3057,2.015026,1.703557
3058,1.878196,1.652926
3059,2.27088,1.460001
3060,2.057667,1.9683
3061,1.965817,0.685656
3062,1.95658,1.35042
3063,2.31649,2.121505
3064,2.088311,1.63937
3065,2.023445,1.815844
3066,2.008078,0.90711
3067,1.891797,1.06733
3068,2.340954,0.91754
3069,2.121183,1.785892
3070,2.496892,2.298431
3071,2.18205,1.06219
3072,2.587077,6.505467
3073,2.2172,0.813431
3074,2.108887,2.372997
3075,1.9375,1.32918
3076,2.075408,1.308511
3077,1.954346,2.590622
3078,1.607255,0.993958
3079,2.180574,0.754823
3080,2.142766,1.41702
3081,1.623129,1.041458
3082,1.946523,0.744992
3083,2.123474,1.871594
3084,2.361993,1.44919
3085,2.029553,0.822208
3086,2.049932,1.278637
3087,1.999569,1.440514
3088,1.895727,1.147745
3089,2.087291,1.982283
3090,1.914075,1.364945
3091,2.321665,1.85358
3092,1.81382,1.01521
3093,2.189688,1.409018
3094,1.642167,0.703435
3095,2.098457,1.852802
3096,1.913415,1.557842
3097,2.785545,2.247634
3098,2.508739,1.745947
3099,1.913612,2.114515
3100,2.22263,1.381897
3101,2.273608,1.435145
3102,1.679186,0.999953
3103,1.905535,2.491179
3104,2.117478,1.244508
3105,2.085707,2.55454
3106,2.3208,2.783515
3107,1.785276,1.302983
3108,1.791373,2.001096
3109,2.05751,2.267129
3110,2.165194,3.243178
3111,2.027824,1.880767
3112,1.724076,1.524453
3113,1.803106,0.811123
3114,2.039887,1.035203
3115,2.421107,1.109456
3116,1.74848,1.39552
3117,2.694549,2.415943
3118,2.332606,1.645165
3119,1.793145,1.349063
3120,2.213949,2.166454
3121,1.89931,1.482781
3122,2.670377,1.819438
3123,1.840621,3.185881
3124,1.917587,0.8749
3125,1.820517,0.828103
3126,1.982774,1.029128
3127,1.818115,1.671005
3128,1.702229,0.62976
3129,2.01382,1.045685
3130,1.819588,2.004499
3131,1.884381,1.843711
3132,2.50846,2.44663
3133,2.381609,2.645507
3134,1.847525,1.184464
3135,2.03711,1.499909
3136,2.383961,2.587926
3137,1.97932,1.351186
3138,2.064415,1.295187
3139,2.124097,1.287847
3140,1.963599,1.471264
3141,1.985754,1.683204
3142,1.817395,1.53671
3143,2.311868,1.209946
3144,2.963794,1.756222
3145,2.185946,1.989641
3146,1.812245,1.425892
3147,2.198135,1.572611
3148,2.021289,1.555298
3149,1.861138,1.272559
3150,1.910407,1.200272
3151,1.946663,0.594707
3152,2.227436,1.541505
3153,1.75369,1.532963
3154,2.630787,2.424098
3155,2.124967,1.70242
3156,1.9866,0.753709
3157,1.899094,1.106609
3158,2.148234,1.801735
3159,2.013343,0.665511
3160,2.672914,2.186031
3161,2.062053,1.651559
3162,1.759043,1.170144
3163,2.402754,0.818538
3164,2.323795,2.126935
3165,1.951767,2.360247
3166,2.316231,1.540206
3167,1.947378,1.789787
3168,1.880474,2.035701
3169,1.99483,1.557563
3170,1.964422,1.11121
3171,2.368947,0.829026
3172,1.729586,3.844079
3173,1.811079,1.407269
3174,1.921621,2.085459
3175,2.112779,0.919593
3176,1.935121,1.755509
3177,2.065976,1.470447
3178,2.441124,2.458284
3179,1.990634,2.992515
3180,2.050737,1.187625
3181,2.2558,1.305192
3182,1.887768,1.976371
3183,2.431038,2.249495
3184,2.246345,2.292737
3185,2.004201,1.776735
3186,2.286007,1.807161
3187,2.001929,1.06151
3188,2.440662,1.890463
3189,2.268597,1.83248
3190,1.729421,1.057902
3191,1.657346,1.265863
3192,2.147071,1.490296
3193,2.226877,1.908747
3194,1.808479,1.515076
3195,2.108317,2.334406
3196,1.916458,0.963409
3197,2.310965,1.772015
3198,2.006755,1.773193
3199,1.942261,1.581959
3200,2.22791,1.779301
3201,2.0,1.82582
3202,1.928709,1.616984
3203,1.726669,1.884837
3204,2.034798,1.378332
3205,1.810121,0.909122
3206,1.766378,1.310173
3207,2.100648,1.847676
3208,2.64889,2.643218
3209,2.506328,1.727922
3210,1.891726,2.537255
3211,2.003983,1.592075
3212,2.128475,1.54539
3213,2.007491,1.043728
3214,2.138881,0.998106
3215,2.113811,1.573387
3216,2.286753,2.718171
3217,2.138774,2.5538
3218,1.976817,2.096554
3219,1.997558,2.667376
3220,1.687807,1.839946
3221,2.479706,2.156054
3222,2.367219,2.320284
3223,2.381963,1.815602
3224,1.608655,1.157571
3225,1.846275,3.096261
3226,1.589462,0.712914
3227,1.976941,1.422217
3228,2.16166,1.417696
3229,2.40296,1.163979
3230,1.720776,0.794664
3231,1.63223,1.379574
3232,2.280379,0.979762
3233,1.756365,1.796023
3234,2.000468,0.488143
3235,1.959845,1.990668
3236,1.891679,1.851046
3237,1.964205,0.916711
3238,2.206551,2.39618
3239,2.283203,2.354639
3240,1.692289,1.709246
3241,1.996277,1.341628
3242,2.53636,2.49399
3243,1.98976,1.466512
3244,1.893648,1.740788
3245,1.863229,1.276072
3246,2.015782,1.226584
3247,1.716297,1.576419
3248,2.150367,1.904731
3249,1.702633,1.194553
3250,1.855911,1.094329
3251,2.223775,1.662508
3252,1.964624,2.356543
3253,1.877508,2.500075
3254,1.8695,1.786634
3255,2.090364,2.219098
3256,1.920912,0.697029
3257,1.972653,0.773037
3258,1.630028,1.677377
3259,2.357601,1.311932
3260,2.128535,2.727023
3261,1.928453,1.902371
3262,1.997584,1.215321
3263,1.957077,2.416338
3264,2.783392,2.44267
3265,2.107717,1.705034
3266,2.060682,3.645301
3267,1.738236,2.208035
3268,2.202296,2.007881
3269,2.104123,1.970609
3270,1.672394,1.819898
3271,2.147459,2.199487
3272,2.073975,1.561045
3273,2.077681,2.099914
3274,1.77071,1.724268
3275,2.32435,1.837153
3276,2.048515,2.697508
3277,1.894205,1.484072
3278,2.222126,1.070278
3279,2.680968,1.183954
3280,1.900664,1.635622
3281,2.241931,3.109872
3282,1.925797,1.351116
3283,2.033077,0.841084
3284,1.885781,1.44677
3285,2.091066,2.867083
3286,2.149619,1.514157
3287,1.773731,1.352048
3288,2.594104,3.063594
3289,1.815548,1.520943
3290,2.401357,2.69864
3291,1.881467,0.931818
3292,1.756849,1.437364
3293,1.987355,1.86269
3294,2.305266,2.04355
3295,1.984869,0.679572
3296,1.89826,2.972442
3297,1.988626,2.150781
3298,2.553484,1.00986
3299,1.61079,0.760847
3300,1.731085,1.28906
