Date,Russia_Total,Ukraine_Total,Russia_Destroyed,Ukraine_Destroyed,Russia_Damaged,Ukraine_Damaged,Russia_Abandoned,Ukraine_Abandoned,Russia_Captured,Ukraine_Captured,Russia_Tanks,Ukraine_Tanks,Russia_AFV,Ukraine_AFV,Russia_IFV,Ukraine_IFV,Russia_APC,Ukraine_APC,Russia_Artillery,Ukraine_Artillery,Russia_Aircraft,Ukraine_Aircraft,Russia_Vehicles,Ukraine_Vehicles,Russia_Antiair,Ukraine_Antiair,Russia_Engineering,Ukraine_Engineering,Russia_Logistics,Ukraine_Logistics,month
2023-02-26,2,11,0,7,1,3,1,0,1,1,9,2,1,2,8,0,0,1,1,2,0,2,7,1,1,0,2,0,2,0,2023-02
2023-02-27,31,0,31,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-02
2023-02-28,15,8,12,7,0,1,1,0,2,0,3,0,0,0,5,1,1,1,1,1,1,1,2,3,0,0,1,0,1,0,2023-02
2023-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-03
2023-03-02,-2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-03
2023-03-03,34,11,29,10,0,1,4,0,1,0,9,1,3,3,17,1,0,1,1,1,1,2,0,1,0,0,1,0,1,0,2023-03
2023-03-04,13,-1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,0,0,2023-03
2023-03-05,1,-2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-03
2023-03-06,60,27,47,16,1,6,6,2,6,3,23,2,2,1,15,5,2,2,6,7,2,2,6,5,0,0,2,0,3,0,2023-03
2023-03-07,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2023-03
2023-03-08,27,10,22,6,2,3,0,0,5,1,12,0,3,0,7,1,1,1,1,2,0,0,2,1,0,0,0,0,0,0,2023-03
2023-03-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-03
2023-03-10,38,6,26,4,6,0,1,0,5,2,6,2,1,1,19,1,1,0,2,0,0,0,4,2,3,0,0,1,0,1,2023-03
2023-03-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-03
2023-03-12,1,8,0,7,1,0,0,0,1,1,6,1,2,0,4,4,1,0,3,0,0,0,3,4,1,1,1,0,1,0,2023-03
2023-03-13,22,-1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-03
2023-03-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-03
2023-03-15,50,23,39,20,2,1,2,0,7,2,14,2,6,6,14,3,1,2,3,1,2,3,5,3,1,0,2,0,1,0,2023-03
2023-03-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-03
2023-03-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-03
2023-03-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-03
2023-03-19,62,18,49,14,3,2,1,2,9,0,20,3,2,0,11,4,3,4,2,2,1,0,13,1,1,0,5,1,6,1,2023-03
2023-03-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-03
2023-03-21,36,7,29,3,2,1,0,0,5,3,6,0,3,0,9,1,3,0,3,2,0,1,8,3,0,0,2,0,2,0,2023-03
2023-03-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-03
2023-03-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-03
2023-03-24,10,3,9,3,0,0,0,0,2,0,3,0,0,0,2,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,2023-03
2023-03-25,36,20,27,15,5,2,0,3,8,0,15,6,5,0,4,3,0,4,2,6,0,0,6,3,3,0,1,0,2,0,2023-03
2023-03-26,20,-16,20,0,2,0,0,0,2,0,6,0,0,0,4,0,0,0,1,1,0,0,5,1,0,0,1,0,1,0,2023-03
2023-03-27,32,4,26,4,3,0,1,1,2,0,6,1,0,0,9,1,2,0,7,2,0,0,6,0,1,1,0,0,1,0,2023-03
2023-03-28,14,8,10,4,0,3,1,1,4,0,0,3,2,0,7,3,0,1,0,1,0,0,3,0,1,0,0,0,0,0,2023-03
2023-03-29,6,-2,6,1,0,1,2,0,0,0,2,0,0,0,1,1,0,0,1,0,0,0,3,0,0,0,0,0,1,0,2023-03
2023-03-30,29,0,18,0,5,2,4,0,2,0,3,1,2,1,9,1,0,1,2,5,0,0,6,0,0,0,0,0,0,0,2023-03
2023-03-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-03
2023-04-01,20,0,18,1,0,0,0,0,1,0,2,0,0,0,5,1,0,1,3,1,0,0,11,3,2,0,0,0,2,0,2023-04
2023-04-02,-5,9,0,11,0,0,0,0,0,0,1,0,0,0,1,1,0,1,2,1,0,0,0,3,0,0,0,0,0,0,2023-04
2023-04-03,13,18,10,11,2,9,2,2,0,0,7,0,0,0,3,0,0,0,2,2,0,0,2,5,0,2,0,0,0,0,2023-04
2023-04-04,25,-21,24,0,0,0,3,0,0,0,8,0,5,0,0,0,1,5,2,0,0,0,6,0,0,0,0,0,1,0,2023-04
2023-04-05,8,1,9,0,0,1,1,1,0,0,0,0,0,0,4,0,0,0,1,1,1,0,2,1,1,0,0,0,1,0,2023-04
2023-04-06,2,-1,4,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,2,8,0,1,0,0,0,0,2023-04
2023-04-07,9,4,9,4,0,0,2,0,0,0,3,0,0,1,2,1,0,0,4,0,1,0,0,2,1,0,0,0,0,0,2023-04
2023-04-08,10,9,5,7,1,1,2,1,2,0,1,0,1,0,4,3,0,2,1,1,0,0,0,0,0,0,1,0,3,1,2023-04
2023-04-09,4,2,4,1,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,2023-04
2023-04-10,6,-11,8,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,2023-04
2023-04-11,-2,-2,5,0,0,1,0,1,0,0,0,1,0,0,0,0,2,2,0,1,0,0,5,0,1,0,0,0,0,0,2023-04
2023-04-12,1,-1,3,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,1,0,0,5,0,0,0,0,0,0,0,2023-04
2023-04-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-04
2023-04-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-04
2023-04-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-04
2023-04-16,21,8,23,6,2,1,1,0,0,2,0,0,4,1,12,3,0,0,0,0,0,0,7,3,1,1,0,0,0,0,2023-04
2023-04-17,20,15,18,10,1,5,0,1,1,0,1,3,1,0,5,2,0,1,3,3,0,0,6,2,1,0,0,0,1,0,2023-04
2023-04-18,9,2,7,2,0,0,0,0,2,0,1,0,0,0,1,0,0,0,1,0,0,0,4,0,0,2,0,0,0,0,2023-04
2023-04-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-04
2023-04-20,23,18,18,13,5,2,0,0,0,3,0,4,3,0,8,1,0,0,5,0,0,0,8,5,0,1,0,1,0,3,2023-04
2023-04-21,12,4,11,7,2,0,0,0,0,0,3,3,1,1,2,0,0,1,0,1,2,0,4,0,0,0,1,0,1,0,2023-04
2023-04-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-04
2023-04-23,11,7,9,8,2,0,0,0,0,0,2,1,0,0,3,0,0,0,1,0,1,5,6,1,0,0,0,1,0,1,2023-04
2023-04-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-04
2023-04-25,-39,-4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-04
2023-04-26,-33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-04
2023-04-27,46,14,43,13,2,1,1,0,0,0,8,1,2,1,18,1,2,0,3,3,1,0,5,0,1,3,1,0,2,0,2023-04
2023-04-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-04
2023-04-29,-17,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-04
2023-04-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-04
2023-05-01,68,30,56,23,3,1,5,0,4,6,14,3,4,0,15,0,2,4,2,2,0,0,20,9,0,7,2,0,3,0,2023-05
2023-05-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-05
2023-05-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-05
2023-05-04,3,7,3,4,0,0,0,3,0,0,2,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2023-05
2023-05-05,41,13,26,8,6,5,2,0,7,1,10,1,2,2,7,5,1,1,3,2,0,0,9,2,1,1,0,0,0,0,2023-05
2023-05-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-05
2023-05-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-05
2023-05-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-05
2023-05-09,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,2023-05
2023-05-10,46,51,39,40,2,5,2,5,3,1,5,0,6,2,9,1,1,3,2,3,0,0,5,7,1,14,1,5,1,5,2023-05
2023-05-11,2,14,9,8,1,0,0,0,0,9,4,1,2,2,0,1,0,2,1,1,0,0,2,7,2,0,0,0,0,0,2023-05
2023-05-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-05
2023-05-13,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2023-05
2023-05-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-05
2023-05-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-05
2023-05-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-05
2023-05-17,92,45,72,36,10,5,4,2,6,2,18,4,6,0,10,5,2,1,18,4,0,0,17,22,4,0,2,2,4,2,2023-05
2023-05-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-05
2023-05-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-05
2023-05-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-05
2023-05-21,17,2,12,0,0,0,5,0,0,2,7,0,2,0,6,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2023-05
2023-05-22,65,51,49,40,7,5,2,0,7,6,9,3,1,8,17,4,1,3,6,7,1,1,4,5,0,1,1,0,2,1,2023-05
2023-05-23,13,4,14,1,2,0,0,0,0,4,1,0,1,0,3,0,0,0,2,0,2,0,5,0,0,0,0,0,0,0,2023-05
2023-05-24,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-05
2023-05-25,23,8,19,6,2,2,0,0,2,0,2,0,3,0,3,1,2,2,6,1,0,0,5,0,0,0,0,0,0,0,2023-05
2023-05-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-05
2023-05-27,2,5,4,4,1,1,0,0,0,0,5,1,2,0,2,0,0,0,3,1,0,0,1,1,0,1,0,0,1,0,2023-05
2023-05-28,4,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2023-05
2023-05-29,21,8,19,5,1,3,0,0,1,0,13,1,0,2,1,2,0,0,4,3,0,0,1,0,0,0,0,0,0,0,2023-05
2023-05-30,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-05
2023-05-31,32,13,23,9,1,2,5,1,3,1,2,3,3,1,6,0,0,3,1,2,0,1,13,1,0,2,2,0,3,0,2023-05
2023-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-06
2023-06-02,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,2023-06
2023-06-03,38,39,29,27,5,7,0,0,4,5,9,5,3,2,6,4,1,2,6,1,0,0,8,18,0,0,1,2,1,2,2023-06
2023-06-04,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,11,0,1,0,0,0,0,0,2023-06
2023-06-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-06
2023-06-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-06
2023-06-07,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2023-06
2023-06-08,55,16,49,4,7,5,1,5,0,2,11,9,6,1,13,1,1,2,3,4,0,1,14,16,1,1,1,0,1,0,2023-06
2023-06-09,2,25,2,6,0,0,0,19,0,0,0,4,0,3,0,10,0,1,1,0,0,0,0,2,0,1,0,1,0,1,2023-06
2023-06-10,14,4,20,2,3,1,0,1,0,0,2,0,4,0,1,3,1,0,5,0,0,0,0,0,1,0,0,0,0,0,2023-06
2023-06-11,0,7,0,1,0,0,0,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,4,2023-06
2023-06-12,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-06
2023-06-13,49,0,39,0,4,0,2,0,4,0,14,0,6,0,9,0,4,0,1,0,0,0,6,0,1,0,0,0,0,0,2023-06
2023-06-14,0,91,0,84,0,3,0,0,0,4,2,5,0,1,0,8,0,1,0,3,0,1,0,6,0,1,0,1,0,3,2023-06
2023-06-15,9,10,17,5,2,3,0,2,0,0,0,5,2,0,1,2,0,0,7,1,0,0,0,0,2,0,0,1,0,1,2023-06
2023-06-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-06
2023-06-17,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-06
2023-06-18,17,19,11,17,1,1,1,0,4,1,4,1,3,3,9,3,0,0,1,1,0,0,2,5,1,0,3,0,3,0,2023-06
2023-06-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-06
2023-06-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-06
2023-06-21,57,47,42,35,13,4,1,3,1,5,7,11,3,3,16,7,0,2,8,3,1,0,14,1,2,1,0,1,0,1,2023-06
2023-06-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-06
2023-06-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-06
2023-06-24,59,14,50,13,2,1,2,0,5,0,7,1,0,0,16,1,2,3,10,1,7,0,12,3,0,0,0,2,1,2,2023-06
2023-06-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-06
2023-06-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-06
2023-06-27,69,31,48,23,14,2,2,4,5,2,9,1,2,1,10,11,1,5,3,1,0,0,30,2,1,0,0,1,1,1,2023-06
2023-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-06
2023-06-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-06
2023-06-30,38,3,27,0,10,5,0,0,3,3,12,5,4,0,8,2,1,1,3,0,1,0,2,0,1,1,3,0,3,0,2023-06
2023-07-01,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-07
2023-07-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-07
2023-07-03,42,15,35,15,5,16,0,0,2,1,2,1,3,0,7,5,2,1,2,3,1,0,6,1,2,1,1,0,1,0,2023-07
2023-07-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-07
2023-07-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-07
2023-07-06,47,0,43,0,1,0,2,0,1,0,9,0,4,1,14,0,2,0,9,1,1,0,4,0,0,0,0,0,0,0,2023-07
2023-07-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-07
2023-07-08,15,29,16,24,0,2,4,3,0,0,5,2,2,1,0,7,0,3,3,2,0,0,0,3,0,3,1,1,1,1,2023-07
2023-07-09,25,18,19,11,0,5,4,0,2,2,5,5,0,0,9,5,1,3,2,3,0,0,5,8,1,1,0,0,0,0,2023-07
2023-07-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-07
2023-07-11,62,34,55,19,5,0,1,10,1,5,12,7,3,3,9,12,1,3,7,1,0,0,16,4,4,0,0,2,1,2,2023-07
2023-07-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-07
2023-07-13,51,15,40,9,2,3,4,4,5,0,10,1,6,1,13,3,4,4,2,2,0,0,9,0,1,1,0,0,0,0,2023-07
2023-07-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-07
2023-07-15,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,4,0,1,0,1,0,2,0,2023-07
2023-07-16,62,12,59,8,4,4,0,0,7,0,11,1,5,0,9,1,1,0,6,3,1,0,12,1,1,0,1,0,0,0,2023-07
2023-07-17,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-07
2023-07-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-07
2023-07-19,63,16,61,14,0,2,2,0,1,0,9,0,3,0,24,0,1,4,6,2,1,0,7,2,2,2,2,0,2,0,2023-07
2023-07-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-07
2023-07-21,33,23,28,18,2,1,1,4,2,0,11,5,3,0,6,8,4,0,3,2,0,0,6,4,0,0,1,1,1,1,2023-07
2023-07-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-07
2023-07-23,18,25,17,13,0,8,1,3,0,1,5,8,0,0,11,15,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2023-07
2023-07-24,42,61,37,48,2,9,0,0,3,5,3,1,2,4,2,2,1,9,2,7,0,1,16,12,5,0,3,1,3,1,2023-07
2023-07-25,40,9,37,7,4,1,1,1,0,0,3,1,0,0,8,4,1,0,5,2,1,0,13,0,2,0,0,0,2,0,2023-07
2023-07-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-07
2023-07-27,29,15,26,10,2,3,0,2,1,0,6,3,2,3,7,4,0,0,3,0,0,0,7,1,0,1,1,0,0,0,2023-07
2023-07-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-07
2023-07-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-07
2023-07-30,11,0,9,0,2,0,0,0,0,0,14,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,2023-07
2023-07-31,42,24,35,22,4,0,1,2,2,0,1,3,4,2,13,8,1,1,9,2,0,0,4,0,2,1,0,0,1,0,2023-07
2023-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-08
2023-08-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-08
2023-08-03,46,19,40,17,3,0,0,1,3,1,11,6,2,0,21,11,2,1,3,3,0,1,2,1,1,0,2,1,3,1,2023-08
2023-08-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-08
2023-08-05,29,15,22,17,2,0,5,0,0,0,4,1,1,0,6,0,2,2,3,4,0,0,9,4,2,1,0,0,0,0,2023-08
2023-08-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-08
2023-08-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-08
2023-08-08,34,13,29,12,2,1,1,0,2,0,4,2,1,0,5,2,0,3,13,3,1,0,5,1,1,0,1,0,1,0,2023-08
2023-08-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-08
2023-08-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-08
2023-08-11,42,15,32,12,7,2,2,0,1,1,11,3,1,0,8,0,0,1,6,2,0,0,11,2,0,1,1,0,1,0,2023-08
2023-08-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-08
2023-08-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-08
2023-08-14,41,17,34,12,2,2,4,0,1,3,15,1,5,1,10,4,2,0,2,2,0,0,5,0,2,3,1,0,1,0,2023-08
2023-08-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2023-08
2023-08-16,25,9,23,7,1,1,1,0,0,2,3,2,2,1,9,3,0,1,5,1,0,0,0,0,2,0,0,0,0,0,2023-08
2023-08-17,15,29,14,21,2,7,0,0,0,1,1,6,0,1,5,3,0,4,2,7,1,0,3,3,1,3,1,0,1,0,2023-08
2023-08-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-08
2023-08-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-08
2023-08-20,64,23,53,15,3,7,6,1,2,0,18,3,1,0,20,5,0,0,10,2,1,0,6,2,1,3,1,0,2,0,2023-08
2023-08-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-08
2023-08-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-08
2023-08-23,35,19,26,16,4,2,4,0,1,1,7,5,3,1,4,3,1,3,7,2,1,0,2,1,1,1,1,3,1,3,2023-08
2023-08-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2023-08
2023-08-25,24,12,20,11,1,1,0,0,3,0,3,2,1,0,11,1,0,0,2,3,0,0,0,0,1,2,2,1,2,1,2023-08
2023-08-26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,2023-08
2023-08-27,20,10,19,10,1,0,0,0,0,0,4,0,0,0,5,1,1,0,1,2,0,0,2,0,0,1,1,0,1,0,2023-08
2023-08-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-08
2023-08-29,49,75,42,62,3,7,2,3,2,3,6,5,5,7,12,25,2,2,6,6,0,0,12,14,1,1,1,1,2,1,2023-08
2023-08-30,3,1,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,2023-08
2023-08-31,6,2,5,2,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2023-08
2023-09-01,8,1,7,1,0,0,1,0,0,0,5,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,2023-09
2023-09-02,13,14,12,11,1,0,0,1,0,2,2,3,1,1,0,0,0,2,2,1,0,0,4,2,0,0,0,0,0,0,2023-09
